,is_spam,message,num_words,message_len,nb_tokenized_words,message_cleaned,XLM_en_embed
4849,0,Maybe you should find something else to do instead???,9,53,9,Maybe you should find something else to do instead???,"[-2.1036603  -2.0347347  -1.626993   ... -0.07764734 -1.3974408
  0.46751726]"
4850,0,Gain the rights of a wife.dont demand it.i am trying as husband too.Lets see,17,76,14,Gain the rights of a wife.dont demand it.i am trying as husband too.Lets see,"[-0.04429716  3.8481925  -9.610789   ... -1.946174    0.54851156
  0.7537818 ]"
4851,0,I liked your new house,5,22,5,I liked your new house,"[-1.3590207   0.14666031  1.710408   ... -2.155606   -1.845384
 -1.0153141 ]"
4852,0,I'm fine. Hope you are also,7,27,6,I'm fine. Hope you are also,"[-5.427101    2.7904665   0.44486913 ... -2.532319    1.1027857
  2.4167035 ]"
4853,0,"Also north carolina and texas atm, you would just go to the gre site and pay for the test results to be sent.",23,109,23,"Also north carolina and texas atm, you would just go to the gre site and pay for the test results to be sent.","[-1.5430396  -0.35892743 -0.29280317 ... -2.578483   -0.50493175
  0.06087388]"
4854,0,Same to u...,3,12,3,Same to u...,"[-0.52940625  4.1912436   4.220712   ...  0.5266645   0.40257835
  2.0269496 ]"
4855,0,yes baby! I need to stretch open your pussy!,9,44,9,yes baby! I need to stretch open your pussy!,[-3.1680608  1.5511438 -5.7898912 ...  0.837164  -1.1741261  3.2595937]
4856,0,Thanks  and ! Or bomb and date as my phone wanted to say! ,12,58,15,Thanks  and! Or bomb and date as my phone wanted to say! ,"[-0.6222902   0.40404284  5.135539   ... -2.2431533  -1.9915632
 -2.2922904 ]"
4857,0,Ok...,1,5,1,Ok...,[-3.0278065  1.6123198  3.2914023 ...  1.7796386 -3.1014495 -4.12898  ]
4858,0,"Hey, a guy I know is breathing down my neck to get him some bud, anyway you'd be able to get a half track to usf tonight?",28,121,27,"Hey, a guy I know is breathing down my neck to get him some bud, anyway you'd be able to get a half track to usf tonight?",[-2.042045   2.5273972 -2.8267088 ... -0.0492736 -0.7646408 -1.8659372]
4859,0,"\Response\"" is one of d powerful weapon 2 occupy a place in others 'HEART'... So",15,80,15,"\Response\"" is one of d powerful weapon 2 occupy a place in others 'HEART'... So","[ 0.6406342   1.9049082  -2.6532636  ...  0.45629027  0.8396311
  1.7356232 ]"
4860,0,Nokia phone is lovly..,4,22,4,Nokia phone is lovly..,[-1.3011227  1.548188  -6.3861976 ...  2.2169435  0.5929582 -2.2016594]
4861,1,**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270,24,159,23,**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18. 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270,"[-2.2511373  -2.0891232  -0.40793082 ... -0.15780759  1.7319815
 -1.6835289 ]"
4862,1,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!,17,95,13,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!,[-5.45907    2.0231616 -7.8934665 ...  1.3483564 -0.611972   2.7985227]
4863,0,Sorry da..today i wont come to play..i have driving clas..,12,58,10,Sorry da..today i wont come to play..i have driving clas..,"[-1.8312695   0.9955256  -2.6116717  ... -2.325462    0.51689917
  1.8271917 ]"
4864,0,I'm really sorry I lit your hair on fire,10,40,9,I'm really sorry I lit your hair on fire,[-1.1347005  0.0441234  1.8036474 ... -3.1563954  0.7597123 -1.332215 ]
4865,0,"Oh! Shit, I thought that was your trip! Loooooool ... That just makes SO much more sense now ... *grins* and the sofa reference was ... The \sleep on a couch\"" link you sent me ... Wasn't that how you went on your trip ? Oh ... And didn't your babe go with you for that celebration with your rents?""",56,299,60,"Oh! Shit, I thought that was your trip! Loooooool... That just makes SO much more sense now... *grins* and the sofa reference was... The \sleep on a couch\"" link you sent me... Wasn't that how you went on your trip? Oh... And didn't your babe go with you for that celebration with your rents?""","[-1.6108973   2.7248883   0.8854821  ... -1.4985237   0.3637109
 -0.35639828]"
4866,0,Okey dokey swashbuckling stuff what oh.,6,39,6,Okey dokey swashbuckling stuff what oh.,"[ 0.78304946  0.29599953 -2.575241   ... -0.47920892  0.01351821
  0.270795  ]"
4867,0,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?",16,92,16,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?","[-4.1315045  -0.88951164 -0.3529386  ...  1.784232    1.3035988
 -0.22672786]"
4868,0,1. Tension face 2. Smiling face 3. Waste face 4. Innocent face 5.Terror face 6.Cruel face 7.Romantic face 8.Lovable face 9.decent face  &lt;#&gt; .joker face.,31,158,26,1. Tension face 2. Smiling face 3. Waste face 4. Innocent face 5.Terror face 6.Cruel face 7.Romantic face 8.Lovable face 9.decent face  &lt;#&gt;.joker face.,[-2.4936461 -1.4499853 -3.5952146 ...  1.9173117  1.0853189  1.2154588]
4869,0,Dip's cell dead. So i m coming with him. U better respond else we shall come back.,18,82,17,Dip's cell dead. So i m coming with him. U better respond else we shall come back.,[-3.205986   1.6340398 -3.4915755 ... -0.6927006  2.3281043  3.9511042]
4870,0,Well. You know what i mean. Texting,7,35,7,Well. You know what i mean. Texting,"[-1.6571614  -0.5814764  -0.5078488  ... -1.5409983   0.95057714
 -2.2891345 ]"
4871,0,Hi dis is yijue i would be happy to work wif Ì_ all for gek1510...,15,66,15,Hi dis is yijue i would be happy to work wif Ì_ all for gek1510...,"[-1.5015627   1.8415186  -2.7037716  ... -0.41048467  0.27300793
  3.5797207 ]"
4872,0,Lol! Oops sorry! Have fun. ,5,27,6,Lol! Oops sorry! Have fun. ,"[-0.21788715 -0.13107684 -4.5055375  ... -1.9197701  -0.6542561
  0.00859668]"
4873,0,Wat happened to the cruise thing,6,32,6,Wat happened to the cruise thing,"[-1.6774837   2.1976714   0.3172261  ...  0.34294304 -1.3258163
  0.68205255]"
4874,0,"I know dat feelin had it with Pete! Wuld get with em , nuther place nuther time mayb?",17,85,18,"I know dat feelin had it with Pete! Wuld get with em, nuther place nuther time mayb?",[-1.8816364  2.3230555 -2.3865118 ... -1.2228917  1.9765126 -1.2057142]
4875,1,lyricalladie(21/F) is inviting you to be her friend. Reply YES-910 or NO-910. See her: www.SMS.ac/u/hmmross STOP? Send STOP FRND to 62468,29,137,21,lyricalladie(21/F) is inviting you to be her friend. Reply YES-910 or NO-910. See her: www.SMS.ac/u/hmmross STOP? Send STOP FRND to 62468,"[ 0.11045089  0.25378177 -4.10669    ... -0.23489337  0.4968617
  1.3150597 ]"
4876,0,The world's most happiest frnds never have the same characters... Dey just have the best understanding of their differences...,20,126,19,The world's most happiest frnds never have the same characters... Dey just have the best understanding of their differences...,"[-0.03903535  2.8846252  -5.374143   ...  0.26566187  0.5164633
  1.7271038 ]"
4877,1,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,31,147,31,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,"[-1.7553091  -0.02756421 -5.421268   ... -0.10150869 -1.2041366
  3.0940936 ]"
4878,0,Yeah just open chat and click friend lists. Then make the list. Easy as pie,15,75,15,Yeah just open chat and click friend lists. Then make the list. Easy as pie,[2.6352267  3.2905273  0.48939902 ... 2.661086   0.67846555 4.3478003 ]
4879,0,alright tyler's got a minor crisis and has to be home sooner than he thought so be here asap,20,92,19,alright tyler's got a minor crisis and has to be home sooner than he thought so be here asap,"[ 2.8037846  -2.9144142  -0.10120264 ... -1.5925368  -1.5754108
  3.5870585 ]"
4880,0,When/where do I pick you up,7,27,6,When/where do I pick you up,"[ 0.38758355  2.5267394  -2.3089845  ... -3.774697   -0.31812248
  0.9578182 ]"
4881,0,As usual u can call me ard 10 smth.,9,35,9,As usual u can call me ard 10 smth.,"[ 0.7723057  -0.68956965 -2.399075   ... -3.9507694   1.496617
 -3.1834624 ]"
4882,0,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",25,145,27,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just..... kick them &amp; say, I'm always correct.!","[-2.3627636   2.1070173  -2.9480178  ...  2.4822125   0.84868485
  1.9811252 ]"
4883,0,For many things its an antibiotic and it can be used for chest abdomen and gynae infections even bone infections.,20,113,20,For many things its an antibiotic and it can be used for chest abdomen and gynae infections even bone infections.,"[ 0.62832993 -1.2545214   5.7120442  ...  0.7085298   1.0001522
 -3.5961106 ]"
4884,0,Poor girl can't go one day lmao,8,31,7,Poor girl can't go one day lmao,"[-1.4650226   0.53917795 -3.5321598  ...  0.1326079   1.3843715
 -1.4523566 ]"
4885,0,Or just do that 6times,5,22,5,Or just do that 6times,[-0.8598145  1.0043005 -1.080319  ... -3.020231   2.3883362  1.5922321]
4886,1,Todays Vodafone numbers ending with 4882 are selected to a receive a å£350 award. If your number matches call 09064019014 to receive your å£350 award.,27,150,25,Todays Vodafone numbers ending with 4882 are selected to a receive a å£350 award. If your number matches call 09064019014 to receive your å£350 award.,"[-1.4233054   0.6437457  -1.6194693  ... -2.6686902   0.12859423
  1.8331071 ]"
4887,0,You have to pls make a note of all she.s exposed to. Also find out from her school if anyone else was vomiting. Is there a dog or cat in the house? Let me know later.,37,166,36,You have to pls make a note of all she.s exposed to. Also find out from her school if anyone else was vomiting. Is there a dog or cat in the house? Let me know later.,"[-2.8299828   3.1861327   0.71041197 ... -1.0824075   1.3346645
 -0.92841816]"
4888,0,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ...",62,276,61,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it...","[-0.3169451   0.16893178 -2.3503072  ... -3.1193445   0.5214271
  1.7750695 ]"
4889,0,Sounds like there could be a lot of time spent in that chastity device boy ... *grins* ... Or take your beatings like a good dog. Going to lounge in a nice long bath now ?,33,171,36,Sounds like there could be a lot of time spent in that chastity device boy... *grins*... Or take your beatings like a good dog. Going to lounge in a nice long bath now?,"[-1.3347368  -0.3613158   4.5273757  ... -4.904546   -1.4064231
 -0.72140235]"
4890,0,Its worse if if uses half way then stops. Its better for him to complete it.,16,76,16,Its worse if if uses half way then stops. Its better for him to complete it.,"[ 1.6323842   1.7016687  -4.85094    ...  0.4828753   0.07773245
 -2.3433998 ]"
4891,0,Miserable. They don't tell u that the side effects of birth control are massive gut wrenching cramps for the first 2 months. I didn't sleep at all last night.,31,158,29,Miserable. They don't tell u that the side effects of birth control are massive gut wrenching cramps for the first 2 months. I didn't sleep at all last night.,"[-1.5818374   1.014258   -1.8836309  ...  0.3291405   0.74454796
  3.9678216 ]"
4892,0,Send me the new number,5,22,5,Send me the new number,"[ 3.5507715   0.33706254  2.2252932  ... -1.0671622  -0.10014711
 -0.04677085]"
4893,0,Convey my regards to him,5,24,5,Convey my regards to him,"[ 0.22334892  4.22467    -0.5915077  ... -1.6707566  -0.0173987
 -1.1247113 ]"
4894,1,Want the latest Video handset? 750 anytime any network mins? Half price line rental? Reply or call 08000930705 for delivery tomorrow,21,132,21,Want the latest Video handset? 750 anytime any network mins? Half price line rental? Reply or call 08000930705 for delivery tomorrow,"[-3.131072    2.9967997  -6.3113203  ...  0.18355577  0.19747582
 -0.50374454]"
4895,0,2 and half years i missed your friendship:-),8,44,8,2 and half years i missed your friendship:-),"[ 0.45585608  1.5799519  -6.515583   ... -0.13810511 -0.13054779
  1.5262079 ]"
4896,0,I cant pick the phone right now. Pls send a message,11,51,11,I cant pick the phone right now. Pls send a message,"[-0.70988053 -0.11894296 -8.756638   ... -0.39872828  0.7815462
  0.2639221 ]"
4897,0,Oh for fuck's sake she's in like tallahassee,10,44,8,Oh for fuck's sake she's in like tallahassee,"[-1.6301141   0.5044693  -1.7873087  ...  0.06992438 -0.28988734
 -1.7183448 ]"
4898,0,"Haha, that was the first person I was gonna ask",10,47,10,"Haha, that was the first person I was gonna ask","[-3.422492   -0.3387443   4.5714993  ... -1.2788852   1.5091258
 -0.65527713]"
4899,1,"ou are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a å£500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18",27,146,25,"ou are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a å£500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18","[ 0.18605053 -0.18628728  0.31965593 ... -0.34503052 -1.4988161
  0.11653497]"
4900,0,Taka lor. Wat time u wan 2 come n look 4 us?,12,44,12,Taka lor. Wat time u wan 2 come n look 4 us?,"[-1.9490908  -0.44157284 -9.008924   ...  0.18712077  1.2175242
  0.28618646]"
4901,1,* FREE* POLYPHONIC RINGTONE Text SUPER to 87131 to get your FREE POLY TONE of the week now! 16 SN PoBox202 NR31 7ZS subscription 450pw,24,134,25,* FREE* POLYPHONIC RINGTONE Text SUPER to 87131 to get your FREE POLY TONE of the week now! 16 SN PoBox202 NR31 7ZS subscription 450pw,"[ 1.6397125  -0.13233194  0.9642015  ... -0.6605604  -0.5803396
  2.0103164 ]"
4902,0,"\I;m reaching in another 2 stops.\""""",7,36,6,"\I;m reaching in another 2 stops.\""""","[ 0.24361673  2.2755036  -5.6079893  ...  0.7304128   0.07650621
  2.0963807 ]"
4903,0,"no, i *didn't* mean to post it. I wrote it, and like so many other times i've ritten stuff to you, i let it sit there. it WAS what i was feeling at the time. I was angry. Before i left, i hit send, then stop. It wasn't there. I checked on my phone when i got to my car. It wasn't there. You said you didn't sleep, you were bored. So why wouldn't THAT be the time to clean, fold laundry, etc.? At least make the bed?",94,415,88,"no, i *didn't* mean to post it. I wrote it, and like so many other times i've ritten stuff to you, i let it sit there. it WAS what i was feeling at the time. I was angry. Before i left, i hit send, then stop. It wasn't there. I checked on my phone when i got to my car. It wasn't there. You said you didn't sleep, you were bored. So why wouldn't THAT be the time to clean, fold laundry, etc.? At least make the bed?","[-0.96078306 -1.5575215  -0.8374882  ... -2.0991054  -0.08817345
  1.1358832 ]"
4904,1,Warner Village 83118 C Colin Farrell in SWAT this wkend @Warner Village & get 1 free med. Popcorn!Just show msg+ticket@kiosk.Valid 4-7/12. C t&c @kiosk. Reply SONY 4 mre film offers,36,181,30,Warner Village 83118 C Colin Farrell in SWAT this wkend @Warner Village & get 1 free med. Popcorn!Just show msg+ticket@kiosk.Valid 4-7/12. C t&c @kiosk. Reply SONY 4 mre film offers,"[-1.9431452   0.00719673 -4.4332743  ... -2.2334359  -2.2148602
  0.15077353]"
4905,0,Will you come online today night,6,32,6,Will you come online today night,"[-0.51615155  0.5323411  -0.907398   ... -3.4188054  -0.43371797
  2.0627055 ]"
4906,0,Then anything special?,3,22,3,Then anything special?,"[-3.2641423  -2.2420697   1.0816361  ... -0.54352605 -0.40550816
  0.7328601 ]"
4907,0,"I'm in solihull, | do you want anything?",8,40,8,"I'm in solihull, | do you want anything?",[-1.6998094  2.5350358 -5.6567006 ...  1.7142812 -0.6595253  2.6597826]
4908,0,Will do. Have a good day,6,24,6,Will do. Have a good day,[-1.0090601  1.8114996 -1.8952023 ... -4.152639   0.888254  -0.3537944]
4909,0,WE REGRET TO INFORM U THAT THE NHS HAS MADE A MISTAKE.U WERE NEVER ACTUALLY BORN.PLEASE REPORT 2 YOR LOCAL HOSPITAL 2B TERMINATED.WE R SORRY 4 THE INCONVENIENCE,31,160,28,WE REGRET TO INFORM U THAT THE NHS HAS MADE A MISTAKE.U WERE NEVER ACTUALLY BORN.PLEASE REPORT 2 YOR LOCAL HOSPITAL 2B TERMINATED.WE R SORRY 4 THE INCONVENIENCE,[-2.170853   1.5749518 -4.4026423 ... -1.2228506 -0.7758027  0.3490379]
4910,0,Love that holiday Monday feeling even if I have to go to the dentists in an hour,17,80,17,Love that holiday Monday feeling even if I have to go to the dentists in an hour,"[ 0.7664942   1.0359409  -0.70108736 ... -2.9806504   0.99006957
 -0.12686183]"
4911,0,I am on the way to tirupur.,7,27,7,I am on the way to tirupur.,"[ 0.10278176  0.6684758  -8.486424   ... -0.7896731   1.1824179
  2.1216555 ]"
4912,1,"Goal! Arsenal 4 (Henry, 7 v Liverpool 2 Henry scores with a simple shot from 6 yards from a pass by Bergkamp to give Arsenal a 2 goal margin after 78 mins.",32,155,32,"Goal! Arsenal 4 (Henry, 7 v Liverpool 2 Henry scores with a simple shot from 6 yards from a pass by Bergkamp to give Arsenal a 2 goal margin after 78 mins.",[-1.8000302  3.6220691 -4.814782  ... -1.1241027  1.4818916  2.0256917]
4913,0,You've already got a flaky parent. It'snot supposed to be the child's job to support the parent...not until they're The Ride age anyway. I'm supposed to be there to support you. And now i've hurt you. unintentional. But hurt nonetheless.,47,237,40,You've already got a flaky parent. It'snot supposed to be the child's job to support the parent...not until they're The Ride age anyway. I'm supposed to be there to support you. And now i've hurt you. unintentional. But hurt nonetheless.,[-1.6542108  1.4991156 -3.307109  ... -2.8530436  1.5530639  1.0000218]
4914,0,We took hooch for a walk toaday and i fell over! Splat! Grazed my knees and everything! Should have stayed at home! See you tomorrow! ,25,134,26,We took hooch for a walk toaday and i fell over! Splat! Grazed my knees and everything! Should have stayed at home! See you tomorrow! ,[-0.9634774 -1.4694439 -3.9937015 ... -1.3831367  1.1340132  3.4325643]
4915,0,"Just dropped em off, omw back now",7,33,7,"Just dropped em off, omw back now","[-0.280824    2.1149495  -3.3610196  ... -3.342861   -0.46362236
 -0.9309024 ]"
4916,1,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate",32,153,30,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate","[-4.192777    0.98517305 -4.0343156  ...  0.45233804  0.688654
  1.3223087 ]"
4917,0,Sitting in mu waiting for everyone to get out of my suite so I can take a shower,18,80,18,Sitting in mu waiting for everyone to get out of my suite so I can take a shower,"[-2.7917626   3.8396175   2.5028722  ... -0.70943654  0.18297057
 -0.33299205]"
4918,0,Re your call; You didn't see my facebook huh?,10,45,9,Re your call; You didn't see my facebook huh?,"[-0.78660333 -0.7433762  -0.24424051 ... -1.818875    0.4348192
  1.7189306 ]"
4919,0,"G says you never answer your texts, confirm/deny",9,48,8,"G says you never answer your texts, confirm/deny","[-3.0121222   4.6841607  -3.4015374  ...  0.43972704  1.2649584
  0.36426362]"
4920,0,"Its so common hearin How r u? Wat r u doing? How was ur day? So let me ask u something different. Did u smile today? If not, do it now.... Gud evng.",33,148,33,"Its so common hearin How r u? Wat r u doing? How was ur day? So let me ask u something different. Did u smile today? If not, do it now.... Gud evng.","[-1.7308823   1.7076367  -0.21815935 ...  0.20202728 -0.02482007
 -0.15229717]"
4921,0,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.,34,156,32,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.,"[-1.0420102  -0.59154165 -3.110985   ... -0.63755023 -1.0315945
 -0.26428804]"
4922,0,Oh yah... We never cancel leh... Haha ,7,38,8,Oh yah... We never cancel leh... Haha ,[-2.824788   0.314928  -4.14349   ... -2.0452826 -2.4367015  2.4644706]
4923,0,We can go 4 e normal pilates after our intro...  ,10,49,12,We can go 4 e normal pilates after our intro...  ,"[-0.22596683  1.3833178  -3.5101933  ... -0.01639833  0.99753743
 -0.27945882]"
4924,0,Ok... Let u noe when i leave my house.,9,38,9,Ok... Let u noe when i leave my house.,"[-0.86297375  1.4001184  -5.598686   ...  1.146926    0.4831206
 -2.6575396 ]"
4925,0,"Oh yes, why is it like torture watching england?",9,48,9,"Oh yes, why is it like torture watching england?","[-2.2670085   1.5820192   3.3541536  ...  0.14594348 -0.8840973
  2.2135446 ]"
4926,0,Wanna do some art?! :D,5,22,5,Wanna do some art?! :D,[-0.7098729  0.9612867 -5.4026146 ... -2.1408322 -1.2520995  2.0117896]
4927,0,Just hopeing that wasnÛ÷t too pissed up to remember and has gone off to his sisters or something!,20,98,18,Just hopeing that wasnÛ÷t too pissed up to remember and has gone off to his sisters or something!,[-1.2993126 -1.3184278 -1.2563683 ... -5.455153   1.3604803  4.1645823]
4928,1,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!",34,159,32,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!","[-2.111772    1.8607666   2.9912574  ...  4.7375345   0.5235783
 -0.01539799]"
4929,1,"Hi, the SEXYCHAT girls are waiting for you to text them. Text now for a great night chatting. send STOP to stop this service",24,124,24,"Hi, the SEXYCHAT girls are waiting for you to text them. Text now for a great night chatting. send STOP to stop this service","[-1.925074    3.3615162  -2.8176901  ... -1.46586    -0.0721337
  0.22920309]"
4930,0,"Good morning, my boytoy! How's those yummy lips ? Where's my sexy buns now ? What do you do ? Do you think of me ? Do you crave me ? Do you need me ?",32,149,36,"Good morning, my boytoy! How's those yummy lips? Where's my sexy buns now? What do you do? Do you think of me? Do you crave me? Do you need me?","[ 0.27148145  2.3608558  -0.97461885 ... -3.1122093  -0.05385069
  1.0221944 ]"
4931,0,Match started.india  &lt;#&gt;  for 2,7,37,7,Match started.india  &lt;#&gt;  for 2,"[-2.6904826   2.0985088  -4.1088963  ...  4.5495777  -0.6082461
  0.11802705]"
4932,0,Once free call me sir.,5,22,5,Once free call me sir.,"[ 0.58956236  0.4034123  -0.16269106 ...  0.17585193  1.0452144
 -0.45431235]"
4933,0,Hey do you want anything to buy:),7,33,7,Hey do you want anything to buy:),"[-1.5731041   2.077683   -4.7017365  ...  0.92712665  0.11924306
  1.0161804 ]"
4934,0,"Hey babe, how's it going ? Did you ever figure out where your going for New Years ?",17,83,18,"Hey babe, how's it going? Did you ever figure out where your going for New Years?",[-1.9497136  1.0400496 -2.9968083 ... -2.5265024  1.0035112  4.148604 ]
4935,0,K..k.:)congratulation ..,3,24,2,K..k.:)congratulation..,"[-1.8610456   0.71614516 -3.8490813  ...  0.8136802  -1.650815
  0.10195875]"
4936,0,G wants to know where the fuck you are,9,38,9,G wants to know where the fuck you are,"[-2.362229    2.8270352  -8.793437   ... -0.53291863 -1.1976147
 -0.34611076]"
4937,0,No it was cancelled yeah baby! Well that sounds important so i understand my darlin give me a ring later on this fone love Kate x,26,129,26,No it was cancelled yeah baby! Well that sounds important so i understand my darlin give me a ring later on this fone love Kate x,"[-0.30369207 -0.81542563  3.55568    ...  0.14118637 -0.29538545
 -0.05448298]"
4938,0,Tomarrow i want to got to court. At  &lt;DECIMAL&gt; . So you come to bus stand at 9.,19,85,19,Tomarrow i want to got to court. At  &lt;DECIMAL&gt;. So you come to bus stand at 9.,"[-0.5458536   2.3991332  -3.5148613  ...  2.635243   -0.476553
 -0.81501216]"
4939,0,ÌÏ go home liao? Ask dad to pick me up at 6...,12,46,12,ÌÏ go home liao? Ask dad to pick me up at 6...,"[ 0.63771194  1.1664453  -5.452832   ...  2.8507729  -1.6474977
  1.3116835 ]"
4940,0,Omg you can make a wedding chapel in frontierville? Why do they get all the good stuff?,17,87,17,Omg you can make a wedding chapel in frontierville? Why do they get all the good stuff?,"[ 0.29545507  1.5416335  -0.8717239  ...  1.1326829   0.1701842
 -2.711991  ]"
4941,0,"I'm eatin now lor, but goin back to work soon... E mountain deer show huh... I watch b4 liao, very nice...",22,106,21,"I'm eatin now lor, but goin back to work soon... E mountain deer show huh... I watch b4 liao, very nice...",[-0.1471768  3.4460106 -2.8786998 ... -2.6522017 -2.125229   1.7169939]
4942,0,Check mail.i have mailed varma and kept copy to you regarding membership.take care.insha allah.,17,95,14,Check mail.i have mailed varma and kept copy to you regarding membership.take care.insha allah.,"[-1.8363153  -0.27401838 -3.6826065  ... -0.03100285 -0.34125212
 -0.4222087 ]"
4943,0,Wrong phone! This phone! I answer this one but assume the other is people i don't well,18,86,17,Wrong phone! This phone! I answer this one but assume the other is people i don't well,"[-2.104501   -0.07305466 -5.9906454  ...  2.0665946   2.2512043
  0.18160167]"
4944,0,"Anyway I don't think I can secure anything up here, lemme know if you want me to drive down south and chill",23,107,22,"Anyway I don't think I can secure anything up here, lemme know if you want me to drive down south and chill","[-3.3505294   1.9232796   2.8074749  ... -1.0041006   0.03220862
  3.989512  ]"
4945,0,I'm already back home so no probably not,9,40,8,I'm already back home so no probably not,"[-5.5339565   0.18895437 -4.708292   ... -2.332905   -0.3443778
  0.94563097]"
4946,1,Great News! Call FREEFONE 08006344447 to claim your guaranteed å£1000 CASH or å£2000 gift. Speak to a live operator NOW!,22,120,20,Great News! Call FREEFONE 08006344447 to claim your guaranteed å£1000 CASH or å£2000 gift. Speak to a live operator NOW!,"[-0.8386634   1.0674691  -2.1116285  ... -0.40214714 -1.437175
 -2.4063108 ]"
4947,1,"Hi this is Amy, we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties...",29,137,29,"Hi this is Amy, we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties...","[-1.5419204  -0.81816274 -3.6313162  ... -2.3549104  -0.76179194
 -1.1226532 ]"
4948,0,I am in bus on the way to calicut,9,33,9,I am in bus on the way to calicut,"[ -1.55546      2.3753157  -10.056759   ...   1.1828696    0.28981072
   0.60180175]"
4949,0,Hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored! and james has been farting at me all night,32,146,32,Hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored! and james has been farting at me all night,"[-3.84238     1.7225856  -1.3938371  ...  0.26046082 -0.21831277
 -0.11304425]"
4950,0,hi baby im sat on the bloody bus at the mo and i wont be home until about 7:30 wanna do somethin later? call me later ortxt back jess xx,31,136,30,hi baby im sat on the bloody bus at the mo and i wont be home until about 7:30 wanna do somethin later? call me later ortxt back jess xx,[-3.1459188  1.8714173 -3.8709319 ... -0.6220392  0.7827718  3.0335844]
4951,1,"Welcome to Select, an O2 service with added benefits. You can now call our specially trained advisors FREE from your mobile by dialling 402.",24,140,24,"Welcome to Select, an O2 service with added benefits. You can now call our specially trained advisors FREE from your mobile by dialling 402.",[-2.714301   2.4374998 -1.3331468 ... -1.5183953  2.3794303 -0.0206879]
4952,0,I lost 4 pounds since my doc visit last week woot woot! Now I'm gonna celebrate by stuffing my face!,21,100,20,I lost 4 pounds since my doc visit last week woot woot! Now I'm gonna celebrate by stuffing my face!,"[-0.6073878  -0.6231724  -7.869096   ... -1.4168957  -0.27702084
  3.8388174 ]"
4953,0,U coming back 4 dinner rite? Dad ask me so i re confirm wif u...,15,64,15,U coming back 4 dinner rite? Dad ask me so i re confirm wif u...,"[-2.3820236   1.2791141  -6.0625134  ...  0.58691025  0.71416
  3.173961  ]"
4954,0,Doing my masters. When will you buy a bb cos i have for sale and how's bf,18,73,17,Doing my masters. When will you buy a bb cos i have for sale and how's bf,"[-0.7456802   3.299465   -4.0398     ... -2.7453263   0.76874334
  4.0560513 ]"
